"Knowledge base name","Article title","Article subtitle","Article language","Article URL","Article body","Category","Subcategory","Keywords","Last modified date","Status","Archived"
"Shovels Knowledge Base","What are query parameters?","","en","https://support.shovels.ai/faq/api-query-parameters","<div id=""post-body"">
 <p>Query parameters are additional details you can include in your API request to specify the data you want to retrieve. They help refine your query to get more relevant results.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics","query parameters,API,query params","1758747096614","PUBLISHED","false"
"Shovels Knowledge Base","What is the rate limit for API calls?","This depends on your API plan","en","https://support.shovels.ai/faq/api-rate-limit","<div id=""post-body"">
 <p>It depends on the API plan you're on. API Starter gives you 10,000 calls per month. Shovels also has additional tiers with higher limits, feel free to <a href=""https://www.shovels.ai/contact"" rel=""noopener"" target=""_blank"">contact us</a> for more details.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics","rate limit,API","1758747098771","PUBLISHED","false"
"Shovels Knowledge Base","How can I find the Geo ID for a specific address?","","en","https://support.shovels.ai/faq/api-find-geo_id","<div id=""post-body"">
 <p>You can find the Geo ID for a specific address by using the 'search addresses' endpoint in the API, which will return the geo_id associated with that address.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics","geo_id,address,geoid,API,geo id","1758747095159","PUBLISHED","false"
"Shovels Knowledge Base","What does a 422 error mean when making an API call?","A 422 means you are missing a parameter","en","https://support.shovels.ai/faq/api-422-error","<div id=""post-body"">
 <p>A 422 error indicates that there is a missing required parameter in your API request. For example, if you forget to include the GEOID when querying permits, you will receive this error. The JSON output will help identify what is missing.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","Error Management","422, error 422,API,error","1769214331342","PUBLISHED","false"
"Shovels Knowledge Base","How can I tell if my API request was successful?","","en","https://support.shovels.ai/faq/api-successful-call","<div id=""post-body"">
 <p>A successful API request will return a 200 status code along with the requested data. If there are issues, you will receive an error code indicating the problem.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics","request,success,API","1758747099313","PUBLISHED","false"
"Shovels Knowledge Base","What happens if I exceed my API call limit?","You must wait until your next billing cycle","en","https://support.shovels.ai/faq/api-exceed-call-limit","<div id=""post-body"">
 <p>If you exceed your API call limit, you will not be able to make additional requests until your limit resets, which typically occurs at the start of the next billing cycle.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics","API,call limit,api call limit","1758747094618","PUBLISHED","false"
"Shovels Knowledge Base","What is the difference between path parameters and query parameters?","","en","https://support.shovels.ai/faq/api-path-vs-query-parameters","<div id=""post-body"">
 <p>Path parameters are included in the URL path of the API request and are used to specify a particular resource, while query parameters are added to the URL to filter or refine the results of the request.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics","query parameter,API,path parameter","1758747097297","PUBLISHED","false"
"Shovels Knowledge Base","How do I access my API key?","To access your API key, login to your Shovels account and go to the Accounts section","en","https://support.shovels.ai/faq/api-access-key","<div id=""post-body"">
 <p>You can access your API key by <a href=""https://app.shovels.ai/profile-settings/"" rel=""noopener"" target=""_blank"">logging into your account on the Shovels platform</a> and navigating to the Accounts section where the API key is displayed.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics","API,api key, key","1758751056176","PUBLISHED","false"
"Shovels Knowledge Base","How does the deduplication process for the CONTRACTOR_ID work?","Are contractor IDs deduplicated across different states? ","en","https://support.shovels.ai/are-contractor-ids-deduplicated-across-different-states","<h4>We assign a unique contractor_ID to any contractor we see in our system, and work very hard to make sure this contractor_ID is deduplicated and a unique ID for the contractors that we collect from the permits. In our permits table, we include the contractor_ID whenever there is an associated contractor. If we believe a unique contractor with a unique contractor_ID is associated with a larger group or parent company (e.g. if we see a local plumber, and believe they are a local branch of a regional plumber), we will also associate that contractor_ID with a contractor group_ID. We do this per state, which means&nbsp;the same contractor ID will not appear across different states. For example, if ABC Plumbing Inc does business in both CA and AZ, it will have 2 unique contractor_IDs. However we are working on creating a national contractor ID, check our blog for latest announcements!</h4>","EDL","","","1759099143644","PUBLISHED","false"
"Shovels Knowledge Base","Understanding the Difference Between 'Unknown' and 'None' Permit Statuses","","en","https://support.shovels.ai/-temporary-slug-5f05c86f-b524-4b90-b1a3-a8e100c17155","<p><strong>Summary:</strong> This article explains the difference between 'Unknown' and 'None' permit statuses as they relate to permit tracking.</p>
<h2>Understanding Permit Statuses</h2>
<p>In the context of permit tracking, various statuses are used to indicate the progress of a permit. Common statuses include &quot;in_review,&quot; &quot;active,&quot; &quot;final,&quot; and &quot;inactive.&quot; These terms help track a permit's journey from filing to completion or discontinuation.</p>
<h2>Difference Between 'Unknown' and 'None' Permit Status</h2>
<ul>
<li>
<p><strong>Unknown:</strong> This status typically indicates that there is missing or unreported data regarding the permit. It suggests that the system does not have sufficient information to categorize the permit accurately.</p>
</li>
<li>
<p><strong>None:</strong> This status may also reflect a lack of data, but it is often interpreted as the absence of any applicable permit status. It indicates that no permit has been issued or that the permit status is not applicable in the given context.</p>
</li>
</ul>
<p>Both terms are not standard permit statuses found in available documentation, and their exact meanings may vary depending on the context or jurisdiction. For specific cases or further clarification, it may be beneficial to consult a human agent who can provide more detailed assistance.</p>
<h2>Conclusion</h2>
<p>Understanding the distinctions between 'Unknown' and 'None' permit statuses is essential for interpreting permit data accurately. If you encounter these statuses, they generally signify missing or unreported information, and further inquiry may be necessary for clarification.</p>
","","","","1762985692047","DRAFT","false"
"Shovels Knowledge Base","How to Check Your Account's Auto-Renew Status and Troubleshoot Issues","","en","https://support.shovels.ai/how-to-check-your-accounts-auto-renew-status-and-troubleshoot-issues","<p><strong>Summary:</strong> This article provides information on whether your account is set to auto-renew.</p>
<h2>Checking Auto-Renew Status</h2>
<p>To determine if your account is on auto-renew, follow these steps:</p>
<ol>
<li><strong>Access Your Subscription Portal</strong>: Log in to your account and navigate to the subscription management section.</li>
<li><strong>Look for the Manage Button</strong>: There should be a &quot;Manage&quot; button that allows you to view and modify your subscription settings.
<ul>
<li>If the &quot;Manage&quot; button is disabled or greyed out, you may not have access to manage your subscription directly at that moment.</li>
</ul>
</li>
<li><strong>Contact Support for Confirmation</strong>: If you are unable to access the management features, you can reach out to customer support for assistance. They can confirm whether your account is set to auto-renew.</li>
</ol>
<h2>Auto-Renew Confirmation</h2>
<p>According to support interactions, if you have an active subscription, it is typically set to auto-renew. If you need confirmation about your specific account status, contacting customer support is recommended.</p>
<h2>Troubleshooting Access Issues</h2>
<ul>
<li>If the &quot;Manage&quot; button is not functioning, it may be due to a recent platform upgrade. In such cases, refreshing the page after a few minutes may resolve the issue.</li>
<li>If the problem persists, contacting customer support will provide further assistance.</li>
</ul>
<h2>Conclusion</h2>
<p>To check if your account is on auto-renew, access your subscription portal and look for the management options. If you encounter issues, customer support can confirm your auto-renew status and assist with any access problems.</p>
","","","","1769470733226","DRAFT","false"
"Shovels Knowledge Base","How to Check if Your Account is Set to Auto-Renew","","en","https://support.shovels.ai/-temporary-slug-d38f912c-12c0-4acf-999b-e23dd596777c","<h2>Summary</h2>
<p>This article explains how to determine if your account is set to auto-renew.</p>
<h2>Checking Auto-Renew Status</h2>
<p>To find out if your account is on auto-renew:</p>
<ol>
<li><strong>Contact Support</strong>: If you are unable to access the necessary information through your account portal, reach out to customer support for assistance.</li>
<li><strong>Provide Your Email</strong>: When contacting support, be prepared to provide the email address associated with your account for verification.</li>
<li><strong>Subscription Status</strong>: Support representatives can confirm whether your subscription is active and if it is set to auto-renew.</li>
</ol>
<h2>Troubleshooting Access Issues</h2>
<p>If you are having trouble managing your subscription:</p>
<ul>
<li><strong>Manage Button Disabled</strong>: If the &quot;Manage&quot; button in your subscription portal is disabled or greyed out, this may be due to a technical issue.</li>
<li><strong>Refresh the Page</strong>: Try refreshing the page or checking back later, as technical fixes may be in progress.</li>
</ul>
<h2>Conclusion</h2>
<p>To confirm if your account is on auto-renew, contacting customer support is the most reliable method. If you encounter issues with managing your subscription, refreshing the portal may resolve access problems.</p>
","","","","1762985753637","DRAFT","false"
"Shovels Knowledge Base","Accessing Resident Demographic Data via the Shovels API","This article explains how to access resident data through the Shovels API, including the types of demographic information available and the process for retrieving it.","en","https://support.shovels.ai/accessing-resident-demographic-data-via-the-shovels-api","<p>The Shovels API supports access to resident data, which includes demographic features such as gender, age range, and income range. This data is compiled from multiple sources and validated using consensus and observation methodologies.</p>
<h3>Available Resident Data</h3>
<ul>
<li><strong>Demographic Features:</strong> The API provides access to various demographic attributes, including:
<ul>
<li>Gender</li>
<li>Age range</li>
<li>Income range</li>
</ul>
</li>
<li><strong>Data Access Requirements:</strong> To access resident data, common linkages such as name, address, and workplace must be established.</li>
</ul>
<h3>API Endpoints for Resident Data</h3>
<p>While the primary focus of the Shovels API documentation is on permits and contractors, resident demographic data is available through specialized endpoints. The resident data can be accessed via:</p>
<ul>
<li><strong>Specialized Data Endpoints:</strong> These endpoints are part of Shovels' extended data products, including the Universal Schema and Consumer Attributes dataset.</li>
</ul>
<h3>How to Access Resident Data</h3>
<ol>
<li><strong>API Subscription:</strong> To access resident demographic data, you need a Shovels API subscription.</li>
<li><strong>Documentation Review:</strong> For detailed information on the available resident data fields and schema, refer to the <a href=""https://docs.google.com/spreadsheets/d/1qiIxx37_-6vGfGp2i5pXv4w2FdsLsShjCqSVO5v6OMQ/edit?usp=sharing"" rel=""noopener"">Data Dictionary</a>.</li>
<li><strong>Data Extraction:</strong> You can extract resident data using the appropriate API endpoints as outlined in the documentation. This includes using specific parameters to retrieve the desired datasets.</li>
</ol>
<h3>Limitations</h3>
<ul>
<li>The API does not provide individual resident data through the basic permit and contractor endpoints. Instead, it focuses on properties and contractors, aligning with how permit data is collected and published by local jurisdictions.</li>
<li>Instead, use the geo_id to access the residents from our residents endpoint.</li>
</ul>
<h3>Conclusion</h3>
<p>Accessing resident data through the Shovels API is possible with a subscription and by utilizing specialized endpoints. For comprehensive details on the data available and how to retrieve it, users should refer to the Universal Schema documentation. If you have specific use cases or need further assistance, consider reaching out for additional support.</p>","Data","","","1765203938291","PUBLISHED","false"
"Shovels Knowledge Base","How to Search for Permits by Address Using API Endpoints","This article explains how to search for permits associated with a specific address using the available API endpoints.","en","https://support.shovels.ai/how-to-search-for-permits-by-address-using-api-endpoints","<p><span style=""background-color: transparent;"">To retrieve the permit history for a specific address, follow this two-step process:</span><span style=""background-color: transparent;""></span></p>
<h4><strong>Step 1: Get the Address's Geo ID</strong></h4>
<p>Use the <a href=""/api-reference/addresses/search-addresses"">Search Addresses</a> endpoint with your target address. This returns the address's <code>geo_id</code>—a unique identifier you'll need for the next step.</p>
<h4><strong>Step 2: Search Permits Using the Geo ID</strong></h4>
<p>Use the <a href=""/api-reference/permits/search-permits"">Search Permits</a> endpoint with the <code>geo_id</code> from Step 1, along with your desired date range.</p>
<p><strong>Pro tip:</strong> The <code>geo_id</code> parameter is a unified geography filter. The same permit search works whether you pass in a state abbreviation (<code>CA</code>), a zip code (<code>94103</code>), or an individual address's <code>geo_id</code>. You're just swapping out the geography level.</p>
<h4><strong>Alternative: Use Shovels Online</strong></h4>
<p>For quick lookups without code, use the <strong>Location Search</strong> feature in <a href=""https://app.shovels.ai"">Shovels Online</a> to search by address directly.</p>
<h4>Need Help?</h4>
<ul>
<li><a href=""https://docs.shovels.ai/api-reference/permits/search-permits"">Interactive API Playground</a> – test queries in your browser</li>
<li><a href=""mailto:support@shovels.ai"">Contact Support</a></li>
</ul>","API","API Basics","","1766180135220","PUBLISHED","false"
"Shovels Knowledge Base","Exploring Features of the Shovels AI Free Trial: A Guide","This article outlines the features and capabilities available during the free trial of Shovels Online web application.","en","https://support.shovels.ai/exploring-features-of-the-shovels-ai-free-trial-a-guide","<p>&nbsp;</p>
Features Available in the Free Trial
<ol>
<li>
<p><strong>Permit &amp; Contractor Search Feature</strong>:</p>
<ul>
<li>Users can access the <strong>permit</strong> and <strong>contractor</strong> search functionality (left hand side of user interface).<br><br></li>
</ul>
</li>
<li>
<p><strong>Data Availability</strong>:</p>
<ul>
<li>The free trial includes access to the last 12 months of permit &amp; contractor data. Paying customers get access to all historical Shovels data (on average, 25+ years).</li>
</ul>
</li>
<li>
<p><strong>Filters and Sorting</strong>:</p>
<ul>
<li>Users can utilize various filters to refine their searches. Filters are available for categories such as ""Financial,"" ""Building,"" ""Permit,"" and ""Contractor.""</li>
<li>Paying customers can download search results and sort them in Excel or Google Sheets.</li>
</ul>
</li>
<li>
<p><strong>Data Refresh Rate</strong>:</p>
<ul>
<li>Shovels data is generally updated on a twice monthly basis, with updates typically occurring within the first and third week of each month.</li>
</ul>
</li>
</ol>
<br>
<p>The free trial of Shovels Online provides users with valuable tools for accessing and analyzing permit &amp; contractor data, along with various filtering options to enhance their search experience. Users are encouraged to explore these features and provide feedback to help shape future improvements.</p>","General","","Shovels Online,trial","1765393003876","PUBLISHED","false"
"Shovels Knowledge Base","Permit Status Details","Understanding Shovels Permit Statuses","en","https://support.shovels.ai/permit-status-details","<p>In the context of permit tracking, various statuses are used to indicate the lifecycle and progress of a permit from filing to completion or discontinuation. Common permit statuses include ""in_review,"" ""active,"" ""final,"" and ""inactive."" These statuses help users understand where a permit stands in the overall process. <span style=""background-color: transparent;"">These statuses follow a chronological progression in most cases.&nbsp;</span></p>
<p>In the Shovels ecosystem, there are&nbsp;<strong>four</strong> statuses that permits can be in:</p>
<ul>
<li><code>in_review</code>: From the moment the permit is filed with the local jurisdiction, until it is approved. This is defined by the&nbsp;<code>file_date</code>&nbsp;object.</li>
<li><code>active</code>: From the moment the permit is approved, until project completion or some other intermediate restriction. This is defined by the&nbsp;<code>issue_date</code>&nbsp;object.</li>
<li><code>final</code>: When the permit is completed, and submitted back to the jurisdiction upon job completion. This is defined by the&nbsp;<code>final_date</code>&nbsp;object.</li>
<li><code>inactive</code>: If any part of the process stalls or gets restricted from progression, then the permit status moves to&nbsp;<code>inactive</code>. Disqualifying reasons and reporting time will vary by jurisdiction and local regulation, but can include failing to meet project inspections, the permit may expire before completion or&nbsp;<a href=""https://ecode360.com/6567722#6567722"">inactivity for more than 6 months (180 days)</a>, and many others.</li>
</ul>
<p>Sometimes there are ""unknown"" and ""none"" permit statuses. There are various reasons this can happen, including variances in jurisdiction record keeping, lack of data, dates not provided, and more. The exact meanings of these statuses can vary depending on the context or jurisdiction in which they are used.</p>
For more information on Shovels permit statuses, read <a href=""https://www.shovels.ai/blog/shovels-101-permit-statuses/"" target=""_blank"" rel=""noopener"">Shovels 101: Permit Statuses</a>","Data","Permit Data","permit status","1765394075281","PUBLISHED","false"
"Shovels Knowledge Base","Tracking Permits for Major Industrial Projects: Key Metadata Explained","","en","https://support.shovels.ai/-temporary-slug-db125dd8-1b61-4c2b-9d0e-944be9d7e3ce","<p><strong>Summary:</strong> This article explains how permits for major industrial projects are tracked and the type of information provided.</p>
<h2>Tracking Permits for Major Industrial Projects</h2>
<p>Yes, we track permits for major industrial projects. Our support includes providing detailed metadata about building permits. This metadata encompasses various aspects, including:</p>
<ul>
<li><strong>Dates:</strong> Important dates related to the permit process.</li>
<li><strong>Descriptions:</strong> Information describing the nature of the permits.</li>
<li><strong>Fees:</strong> Details regarding any associated costs.</li>
<li><strong>Statuses:</strong> Current status updates on the permits.</li>
</ul>
<p>However, it is important to note that we do not provide the actual permit documents or PDFs, such as engineering stamps or site plans. For more technical details, users can refer to our <a href=""https://docs.shovels.ai"">Data Dictionary and API schema</a> for a comprehensive overview of the data we provide.</p>
<h2>Conclusion</h2>
<p>In summary, we offer robust support for tracking permits related to major industrial projects, focusing on essential metadata while excluding specific technical documents. For further details, users are encouraged to consult our Data Dictionary and API schema.</p>
","","","","1766164797831","DRAFT","false"
"Shovels Knowledge Base","How to Download Building Permit Data to CSV for Analysis","","en","https://support.shovels.ai/-temporary-slug-297a2849-53d4-4b0d-a6a9-4a9b32d63ac4","<p><strong>Summary:</strong> This article explains how to download building permit data to CSV for further analysis.</p>
<h2>Downloading Results to CSV</h2>
<p>To download building permit data to CSV for further analysis, follow these steps:</p>
<ol>
<li><strong>Access Shovels Online</strong>: Navigate to the Shovels Online platform where you can explore building permit data.</li>
<li><strong>Select Geography</strong>: Choose a specific geography, such as a city or county, to view its profile. This profile includes various statistics, including permit approval and construction times.</li>
<li><strong>Locate Download Option</strong>: Once you have accessed the desired data, look for an option to download the results. This option typically allows you to export the data in CSV format.</li>
<li><strong>Download the CSV File</strong>: Click on the download option to save the data to your device in CSV format for further analysis.</li>
</ol>
<h2>Conclusion</h2>
<p>Downloading building permit data to CSV is a straightforward process that enables you to conduct further analysis on the information. By following the steps outlined above, you can easily access and export the data you need.</p>
","","","","1766164833070","DRAFT","false"
"Shovels Knowledge Base","Best Practices for Optimizing Responses with the Shovels API","","en","https://support.shovels.ai/-temporary-slug-e90ddefc-d2d6-4931-a269-5d105aede837","<p>To optimize API responses when using the Shovels API, consider the following best practices:</p>
<h2>Key Tips for Optimizing API Responses</h2>
<ol>
<li>
<p><strong>Use the Address Search API First</strong>:</p>
<ul>
<li>Always start with the Address Search API to obtain a valid geo_id. This step ensures that you receive consistent and accurate results, even if the address format varies.</li>
</ul>
</li>
<li>
<p><strong>Handle Errors Properly</strong>:</p>
<ul>
<li>Be prepared to manage errors effectively. If you use an invalid geo_id, you will receive a 422 error. If the geo_id is valid but not linked to any property data, a 200 response will be returned with an empty result set. Ensure your application can handle both scenarios.</li>
</ul>
</li>
<li>
<p><strong>Utilize Filters Efficiently</strong>:</p>
<ul>
<li>The permit search endpoint allows the use of filters for parameters such as date and permit type. Applying these filters can help narrow down results and reduce the amount of unnecessary data returned.</li>
</ul>
</li>
<li>
<p><strong>Check for Empty Result Sets</strong>:</p>
<ul>
<li>Treat empty result sets as an indication that the address may not be in the system, rather than solely relying on error codes. This can help in understanding the response better.</li>
</ul>
</li>
</ol>
<h2>Conclusion</h2>
<p>By following these guidelines, you can enhance the efficiency and accuracy of your API interactions with the Shovels API. Implementing these practices will help ensure smoother operations and better management of API responses.</p>
","","","","1767979570348","DRAFT","false"
"Shovels Knowledge Base","How to Request Manual Reports on the Shovels Platform","","en","https://support.shovels.ai/how-to-request-manual-reports-on-the-shovels-platform","Summary
<p>This article explains how to manually run reports within the Shovels platform, including the current capabilities and options available for users.</p>
Manual Report Generation
<p>Currently, users can still request manual reports from the support team while the functionality for generating reports directly from the web app is being improved. If you need a specific report, you can reach out to support and provide details about the format and data you require.</p>
<h3>Steps to Request a Manual Report</h3>
<ol>
<li><strong>Contact Support</strong>: Reach out to the Shovels support team via email (sales@shovels.ai), <a href=""https://www.shovels.ai/contact"" target=""_blank"" rel=""noopener"">Contact Us</a> form, or phone.</li>
<li><strong>Specify Your Needs</strong>: Clearly describe the type of report you need, including any specific data points or formats you want.</li>
<li><strong>Provide Examples</strong>: If possible, share an example of the report format you are looking for to help the support team create the report to your specifications.</li>
</ol>
<h3>Example Use Cases</h3>
<ul>
<li>If you need a list of solar permits for a specific company, such as Vivint or Solar City, mention this in your request.</li>
<li>If you require historical data beyond the standard limits available in the dashboard, indicate that you need an ""all-time"" history report.</li>
</ul>
Current Limitations
<ul>
<li>The web app currently allows users to access data only for the last 12 months unless manually adjusted by support.</li>
<li>There may be limits on the number of results that can be exported at one time, so it is advisable to request reports for smaller batches or specific filters.</li>
</ul>
Conclusion
<p>While the ability to manually run reports is still available through support, users are encouraged to specify their needs clearly to ensure they receive the correct data. As the platform continues to evolve, improvements to report generation capabilities are expected in the future.</p>","EDL","","","1768240248966","PUBLISHED","false"
"Shovels Knowledge Base","Troubleshooting a Greyed-Out ""Apply Filters"" Button: Steps to Resolve","","en","https://support.shovels.ai/troubleshooting-a-greyed-out-apply-filters-button-steps-to-resolve","<p>If the ""Apply filters"" button is greyed out, it typically indicates one of two issues related to the filters you have set. Here’s what you can do to resolve the problem:</p>
Possible Reasons for the Greyed-Out Button
<ol>
<li>
<p><strong>Address/Filter Details Not Resolved</strong>:</p>
<ul>
<li>The system requires a valid address or search parameter (such as a geo_id) to enable results. If the address or filters do not match what’s in the database, the button will remain inactive, and no results will appear.</li>
</ul>
</li>
<li>
<p><strong>No Results for Filters</strong>:</p>
<ul>
<li>If the information entered is correct but there are no permits that match your filters, the system will also return nothing, causing the ""Apply filters"" button to be greyed out.</li>
</ul>
</li>
</ol>
Steps to Troubleshoot
<ul>
<li>
<p><strong>Check Required Fields</strong>: Ensure that all required address fields are filled in accurately. This includes:</p>
<ul>
<li>geolocation (such as state, county, city, jurisdiction, zip code or address)</li>
</ul>
</li>
<li>
<p><strong>Verify Dates and Geography</strong>: Make sure you have both date fields and a geographical area set. These are typically the first fields you encounter on the top left of the filter options.</p>
</li>
<li>
<p><strong>Broaden Your Filters</strong>: If you are still encountering issues, try broadening your filters or double-checking the spelling and format of the information you have entered.</p>
</li>
</ul>
<p>If you continue to experience difficulties or need assistance with a specific search, consider reaching out for further help.</p>","General","","","1768240330775","PUBLISHED","false"
"Shovels Knowledge Base","Why do some permits not have addresses?","","en","https://support.shovels.ai/why-do-some-permits-not-have-addresses","Address IDs are only assigned if physical addresses can be confirmed via internal and third-party databases. Permits for new construction are often submitted before official addresses exist or streets are named, so they naturally lack addresses.","Data","Permit Data","","1768603749383","PUBLISHED","false"
"Shovels Knowledge Base","Understanding Monthly Query Limits for the $599 API Subscription","","en","https://support.shovels.ai/-temporary-slug-d5c64065-a353-4c5c-80d0-e9d3d8a14ca2","<h2>Summary</h2>
<p>This article provides information on the number of queries that can be made monthly through the API subscription.</p>
<h2>Monthly Query Limits</h2>
<p>For the API subscription priced at $599 per month, users can make up to <strong>10,000 requests</strong> each month.</p>
<h2>Additional Information</h2>
<ul>
<li>Each individual API call can return a maximum of <strong>100 records</strong>.</li>
<li>Usage is tracked within the app, and users can view their request usage in the profile settings. The usage counts are refreshed nightly.</li>
</ul>
<h2>Conclusion</h2>
<p>With the $599 monthly API subscription, users have the capacity to make a substantial number of queries, allowing for extensive data retrieval and analysis. For more detailed usage tracking, users can access their profile settings within the application.</p>
","","","","1769141533761","DRAFT","false"
"Shovels Knowledge Base","How to Check Project Completion and Inspection Status via Permits","","en","https://support.shovels.ai/how-to-check-project-completion-and-inspection-status-via-permits","<h2>Determining Project Completion and Inspection Status from Permit Records</h2>
<h3>Overview</h3>
<p>This article explains how to determine if a project was completed and passed inspection using permit records.</p>
<h3>Checking Project Completion</h3>
<p>To ascertain whether a project has been completed and passed inspection, you can refer to the permit status. The status will indicate if the project is &quot;final,&quot; which signifies that all work has been completed and the project has passed inspection.</p>
<h3>Additional Information</h3>
<ul>
<li>Permit records can provide various details about the project, but the availability of specific information, such as system size, may depend on what the jurisdiction includes in the permit description.</li>
<li>Historical permit records can be accessed, with some jurisdictions allowing searches back up to 25 years.</li>
</ul>
<h3>Conclusion</h3>
<p>By checking the permit status for a &quot;final&quot; designation, you can confirm that a project has been completed and passed inspection. For further details or historical data, consult the relevant permit records as needed.</p>
","Data","","","1769192854672","PUBLISHED","false"
"Shovels Knowledge Base","How to Request Sample Records for Data Verification","","en","https://support.shovels.ai/how-to-request-sample-records-for-data-verification","<h2>Sample Records for Data Verification</h2>
<p><strong>Summary:</strong> This article provides information on obtaining sample records to verify if the data fits your needs.</p>
<h3>Requesting Sample Records</h3>
<p>If you are interested in verifying data for a specific use case, you can request sample records. Here’s how you can do this:</p>
<ol>
<li>
<p><strong>Specify Your Use Case:</strong> Clearly outline the type of data you need. For example, you might request recent permits for commercial properties in a specific location, such as California, and specify the types of properties you are interested in (e.g., motels, hotels, restaurants).</p>
</li>
<li>
<p><strong>Contact Support:</strong> Reach out to customer support with your request. You can ask for a couple of sample records to assess if the data meets your requirements.</p>
</li>
<li>
<p><strong>API Option:</strong> If you are considering using the API, you can also request sample records through the API subscription. This allows you to explore the data yourself.</p>
</li>
</ol>
<h3>Example Request</h3>
<p>When making your request, you might say:</p>
<ul>
<li>&quot;Could I have a couple of sample records for my use case so I can verify if it fits my needs?&quot;</li>
</ul>
<h3>Conclusion</h3>
<p>Obtaining sample records is a straightforward process that involves specifying your data needs and contacting support. Whether you choose to receive these samples through direct support or via the API, ensure that you clearly communicate your requirements to facilitate a quick response.</p>
","","","","1769471756865","DRAFT","false"
